entry_ts_jst	entry_price	hold_sec	exit_price	pnl	dir	reason
2024-06-17T21:32:00+09:00	38070.0	0	38061.6	-28.4	LONG	TRAILING_SL
2024-06-20T17:46:00+09:00	38325.0	0	38318.3	-26.7	LONG	TRAILING_SL
2024-06-20T22:40:00+09:00	38510.0	300	38521.9	-31.9	SHORT	TRAILING_SL
2024-06-21T20:58:00+09:00	38575.0	600	38573.5	-21.5	LONG	TRAILING_SL
2024-06-24T17:53:00+09:00	38425.0	0	38420.1	-15.1	SHORT	TP
2024-06-25T01:31:00+09:00	38515.0	0	38501.8	-33.2	LONG	TRAILING_SL
2024-06-25T23:41:00+09:00	39160.0	0	39167.0	-27.0	SHORT	TRAILING_SL
2024-06-26T13:58:00+09:00	39265.0	14520	39325.0	40.0	LONG	HORIZON
2024-06-28T18:02:00+09:00	39565.0	0	39552.3	-32.7	LONG	TRAILING_SL
2024-07-01T17:46:00+09:00	39900.0	0	39891.0	-11.0	SHORT	TP
2024-07-01T23:53:00+09:00	39625.0	120	39609.0	-36.0	LONG	TRAILING_SL
2024-07-02T11:24:00+09:00	39535.0	60	39546.5	-8.5	LONG	TP
2024-07-02T20:49:00+09:00	39690.0	660	39712.2	2.2	LONG	TP
2024-07-03T23:36:00+09:00	40695.0	0	40686.0	-11.0	SHORT	TP
2024-07-04T07:32:00+09:00	39925.0	3540	40030.0	85.0	LONG	HORIZON
2024-07-04T23:36:00+09:00	40920.0	60	40938.2	-38.2	SHORT	TRAILING_SL
2024-07-05T18:00:00+09:00	40940.0	0	40948.4	-28.4	SHORT	TRAILING_SL
2024-07-05T23:57:00+09:00	40860.0	120	40874.4	-34.4	SHORT	TRAILING_SL
2024-07-08T19:45:00+09:00	40920.0	0	40907.3	-32.7	LONG	TRAILING_SL
2024-07-08T23:57:00+09:00	40885.0	0	40872.2	-32.8	LONG	TRAILING_SL
2024-07-09T06:31:00+09:00	40940.0	0	40932.7	-27.3	LONG	TRAILING_SL
2024-07-09T18:02:00+09:00	41010.0	3540	41110.0	80.0	LONG	HORIZON
2024-07-09T23:32:00+09:00	41740.0	7380	40910.0	810.0	SHORT	HORIZON
2024-07-10T18:04:00+09:00	41530.0	0	41518.2	-31.8	LONG	TRAILING_SL
2024-07-10T23:36:00+09:00	41890.0	0	41876.0	-6.0	SHORT	TP
2024-07-11T23:32:00+09:00	42375.0	0	42365.9	-10.9	SHORT	TP
2024-07-12T17:48:00+09:00	41585.0	3540	41450.0	-155.0	LONG	HORIZON
2024-07-12T23:46:00+09:00	41225.0	6540	42315.0	1070.0	LONG	HORIZON
2024-07-13T06:44:00+09:00	42125.0	3540	42005.0	100.0	SHORT	HORIZON
2024-07-16T12:14:00+09:00	41085.0	0	41339.8	234.8	LONG	TP
2024-07-16T20:47:00+09:00	41255.0	0	41392.4	117.4	LONG	TP
2024-07-17T03:02:00+09:00	41290.0	1680	41279.3	-30.7	LONG	TRAILING_SL
2024-07-17T07:51:00+09:00	41255.0	3540	41385.0	110.0	LONG	HORIZON
2024-07-18T00:01:00+09:00	41095.0	0	41075.6	-39.4	LONG	TRAILING_SL
2024-07-18T18:01:00+09:00	40150.0	0	40133.3	-36.7	LONG	TRAILING_SL
2024-07-18T23:57:00+09:00	40170.0	5880	40855.0	-705.0	SHORT	HORIZON
2024-07-19T11:46:00+09:00	40125.0	60	40139.9	-34.9	SHORT	TRAILING_SL
2024-07-19T19:29:00+09:00	40140.0	60	40163.1	-43.1	SHORT	TRAILING_SL
2024-07-19T23:46:00+09:00	40085.0	0	40073.0	-32.0	LONG	TRAILING_SL
2024-07-20T06:31:00+09:00	40270.0	120	40275.2	-25.2	SHORT	TRAILING_SL
2024-07-22T17:46:00+09:00	39800.0	3540	39685.0	95.0	SHORT	HORIZON
2024-07-23T05:15:00+09:00	39925.0	60	39936.1	-31.1	SHORT	TRAILING_SL
2024-07-23T18:01:00+09:00	39880.0	3540	39635.0	225.0	SHORT	HORIZON
2024-07-24T00:01:00+09:00	39575.0	120	39557.4	-37.6	LONG	TRAILING_SL
