entry_ts_jst	entry_price	hold_sec	exit_price	pnl	dir	reason	cum_pnl
2024-02-01T20:30:00+09:00	36025.0	360	36036.6	-631.7	SHORT	TRAILING_SL	-9644.0
2024-02-01T23:30:00+09:00	36010.0	1620	35980.0	100.0	SHORT	TP	-9544.0
2024-02-02T19:15:00+09:00	36300.0	1800	36400.0	-2400.0	SHORT	HORIZON	-11944.0
2024-02-05T17:51:00+09:00	36495.0	240	36494.5	-584.3	SHORT	TRAILING_SL	-12528.3
2024-02-05T20:02:00+09:00	36380.0	180	36345.4	439.2	SHORT	TP	-12089.1
2024-02-06T01:31:00+09:00	36135.0	1200	36095.6	582.9	SHORT	TP	-11506.2
2024-02-06T17:48:00+09:00	36305.0	420	36275.0	100.0	SHORT	TP	-11406.2
2024-02-09T02:19:00+09:00	36110.0	1920	36140.0	100.0	LONG	TP	-11306.2
2024-02-09T19:11:00+09:00	37180.0	360	37159.3	-1220.3	LONG	TRAILING_SL	-12526.5
2024-02-13T11:24:00+09:00	37490.0	1800	37530.0	400.0	LONG	HORIZON	-12126.5
