entry_ts_jst	entry_price	hold_sec	exit_price	pnl	dir	reason	cum_pnl
2024-02-06T21:28:00+09:00	36135.0	3600	36250.0	-135.0	SHORT	HORIZON	-166.0
2024-02-07T05:19:00+09:00	36330.0	3960	36360.0	-50.0	SHORT	HORIZON	-216.0
2024-02-07T11:04:00+09:00	35890.0	1080	35872.9	-37.1	LONG	SL	-253.2
2024-02-07T19:26:00+09:00	36150.0	3600	36125.0	-45.0	LONG	HORIZON	-298.2
2024-02-08T14:44:00+09:00	36330.0	11220	36360.0	10.0	LONG	TP	-288.2
2024-02-08T19:09:00+09:00	36398.0	780	36428.0	10.0	LONG	TP	-278.2
2024-02-08T23:33:00+09:00	36920.0	2100	36950.0	10.0	LONG	TP	-268.2
2024-02-09T13:59:00+09:00	37055.0	420	37047.3	-27.7	LONG	SL	-295.9
2024-02-09T23:56:00+09:00	36925.0	5880	36905.0	-40.0	LONG	HORIZON	-335.9
2024-02-10T04:08:00+09:00	36915.0	480	36909.0	-26.0	LONG	SL	-361.9
2024-02-13T12:40:00+09:00	37455.0	3600	37435.0	-40.0	LONG	HORIZON	-401.9
2024-02-13T22:39:00+09:00	37875.0	3600	37955.0	-100.0	SHORT	HORIZON	-501.9
2024-02-14T13:07:00+09:00	37650.0	1800	37680.0	10.0	LONG	TP	-491.9
2024-02-14T20:38:00+09:00	37595.0	2460	37625.0	10.0	LONG	TP	-481.9
2024-02-15T07:34:00+09:00	37895.0	540	37908.0	-33.0	SHORT	SL	-514.9
2024-02-15T11:01:00+09:00	37870.0	960	37902.8	12.8	LONG	TP	-502.1
2024-02-15T17:48:00+09:00	38110.0	540	38143.8	13.8	LONG	TP	-488.3
2024-02-15T21:52:00+09:00	38045.0	360	38075.0	10.0	LONG	TP	-478.3
2024-02-16T05:03:00+09:00	37900.0	3360	37930.0	10.0	LONG	TP	-468.3
2024-02-16T11:12:00+09:00	38430.0	3600	38490.0	40.0	LONG	HORIZON	-428.3
2024-02-16T18:00:00+09:00	38705.0	3600	38830.0	105.0	LONG	HORIZON	-323.3
2024-02-16T22:52:00+09:00	38555.0	540	38585.2	10.2	LONG	TP	-313.1
2024-02-17T04:56:00+09:00	38230.0	2580	38222.3	-27.7	LONG	SL	-340.8
2024-02-19T12:07:00+09:00	38400.0	600	38442.6	22.6	LONG	TP	-318.2
2024-02-19T20:10:00+09:00	38325.0	1260	38358.8	13.8	LONG	TP	-304.4
2024-02-20T00:02:00+09:00	38460.0	5280	38494.4	14.4	LONG	TP	-290.0
2024-02-20T11:09:00+09:00	38535.0	360	38539.0	-24.0	SHORT	SL	-314.1
2024-02-20T21:32:00+09:00	38345.0	1680	38375.0	10.0	LONG	TP	-304.1
2024-02-21T03:14:00+09:00	38495.0	1320	38465.0	10.0	SHORT	TP	-294.1
2024-02-21T06:39:00+09:00	38475.0	1260	38479.5	-24.5	SHORT	SL	-318.5
2024-02-29T17:47:00+09:00	38985.0	540	38955.0	10.0	SHORT	TP	-308.5
2024-02-29T22:44:00+09:00	39170.0	480	39182.2	-32.2	SHORT	SL	-340.7
2024-03-01T11:20:00+09:00	39135.0	2220	39165.0	10.0	LONG	TP	-330.7
2024-03-01T17:59:00+09:00	39300.0	3600	39620.0	300.0	LONG	HORIZON	-30.7
2024-03-01T22:34:00+09:00	39945.0	480	39915.0	10.0	SHORT	TP	-20.7
2024-03-02T04:48:00+09:00	39095.0	840	39083.3	-31.7	LONG	SL	-52.4
2024-03-04T17:47:00+09:00	40245.0	1140	40215.0	10.0	SHORT	TP	-42.4
2024-03-04T22:57:00+09:00	40120.0	660	40090.0	10.0	SHORT	TP	-32.4
2024-03-07T13:34:00+09:00	40440.0	480	40458.5	-38.5	SHORT	SL	-70.8
2024-03-07T21:26:00+09:00	39765.0	1680	39795.0	10.0	LONG	TP	-60.8
2024-03-08T11:43:00+09:00	39495.0	3840	39585.0	70.0	LONG	HORIZON	9.2
2024-03-09T03:01:00+09:00	38910.0	3600	39150.0	220.0	LONG	HORIZON	229.2
2024-03-11T18:29:00+09:00	38610.0	3600	38565.0	-65.0	LONG	HORIZON	164.2
2024-03-12T13:15:00+09:00	38170.0	660	38162.4	-27.6	LONG	SL	136.5
2024-03-13T17:46:00+09:00	38910.0	1140	38880.0	10.0	SHORT	TP	146.5
2024-03-13T23:17:00+09:00	38485.0	8280	38465.0	-40.0	LONG	HORIZON	106.5
2024-03-14T17:46:00+09:00	38345.0	900	38335.7	-29.3	LONG	SL	77.3
2024-03-14T23:50:00+09:00	38570.0	600	38587.6	-37.6	SHORT	SL	39.7
2024-03-18T11:02:00+09:00	38425.0	3600	38580.0	135.0	LONG	HORIZON	174.7
2024-03-18T18:49:00+09:00	39235.0	660	39262.4	-47.4	SHORT	SL	127.2
2024-03-19T00:01:00+09:00	39485.0	5340	39455.0	10.0	SHORT	TP	137.2
2024-03-19T07:27:00+09:00	38560.0	840	38590.0	10.0	LONG	TP	147.2
2024-03-19T17:52:00+09:00	39345.0	3600	39230.0	-135.0	LONG	HORIZON	12.2
2024-03-21T18:53:00+09:00	40345.0	3600	40000.0	325.0	SHORT	HORIZON	337.2
2024-03-21T23:16:00+09:00	40575.0	8040	39811.0	744.0	SHORT	TP	1081.2
2024-03-22T11:03:00+09:00	40860.0	3120	40830.0	10.0	SHORT	TP	1091.2
2024-03-22T19:21:00+09:00	40765.0	1080	40735.0	10.0	SHORT	TP	1101.2
2024-03-22T23:47:00+09:00	40770.0	6480	40570.0	180.0	SHORT	HORIZON	1281.2
2024-03-25T13:11:00+09:00	40525.0	1980	40532.5	-27.5	SHORT	SL	1253.7
2024-03-25T21:36:00+09:00	40395.0	360	40384.8	-30.2	LONG	SL	1223.4
2024-03-26T07:44:00+09:00	40545.0	1500	40556.4	-31.4	SHORT	SL	1192.0
2024-03-26T17:47:00+09:00	40185.0	360	40180.4	-24.6	LONG	SL	1167.4
2024-03-26T22:35:00+09:00	40185.0	540	40215.0	10.0	LONG	TP	1177.4
2024-03-27T18:01:00+09:00	40265.0	3600	40450.0	-205.0	SHORT	HORIZON	972.4
2024-03-28T02:01:00+09:00	40195.0	600	40211.2	-36.2	SHORT	SL	936.2
2024-03-28T07:34:00+09:00	40285.0	420	40293.3	-28.3	SHORT	SL	907.9
2024-03-28T13:53:00+09:00	40420.0	13980	40390.0	10.0	SHORT	TP	917.9
2024-03-28T22:06:00+09:00	40255.0	3600	40265.0	-10.0	LONG	HORIZON	907.9
2024-03-29T12:57:00+09:00	40325.0	3660	40345.0	-40.0	SHORT	HORIZON	867.9
2024-03-29T21:37:00+09:00	40355.0	3600	40325.0	10.0	SHORT	HORIZON	877.9
2024-03-30T07:13:00+09:00	40255.0	3600	40310.0	-75.0	SHORT	HORIZON	802.9
2024-04-01T18:52:00+09:00	40425.0	840	40377.1	27.9	SHORT	TP	830.8
2024-04-02T00:01:00+09:00	39820.0	360	39860.5	20.5	LONG	TP	851.3
2024-04-02T18:02:00+09:00	39865.0	420	39845.1	-39.9	LONG	SL	811.5
2024-04-02T22:39:00+09:00	39800.0	600	39833.1	13.1	LONG	TP	824.5
2024-04-03T17:47:00+09:00	39590.0	360	39560.0	10.0	SHORT	TP	834.5
2024-04-03T23:39:00+09:00	39470.0	420	39451.3	-38.7	LONG	SL	795.9
2024-04-04T18:05:00+09:00	39960.0	480	39947.7	-32.3	LONG	SL	763.6
2024-04-05T18:35:00+09:00	39050.0	600	39024.7	-45.3	LONG	SL	718.3
2024-04-05T22:43:00+09:00	38945.0	540	38975.0	10.0	LONG	TP	728.3
2024-04-08T12:09:00+09:00	39270.0	600	39302.5	12.5	LONG	TP	740.7
2024-04-08T21:21:00+09:00	39420.0	540	39390.0	10.0	SHORT	TP	750.7
2024-04-09T06:34:00+09:00	38970.0	3600	39120.0	130.0	LONG	HORIZON	880.7
2024-04-09T17:52:00+09:00	39530.0	540	39560.0	10.0	LONG	TP	890.7
2024-04-10T14:01:00+09:00	39605.0	360	39635.0	10.0	LONG	TP	900.7
2024-04-12T21:54:00+09:00	39610.0	2220	39580.0	10.0	SHORT	TP	910.7
2024-04-15T13:24:00+09:00	38840.0	600	38851.4	-31.4	SHORT	SL	879.4
2024-04-16T11:01:00+09:00	39040.0	1080	39004.3	15.7	SHORT	TP	895.0
2024-04-16T18:32:00+09:00	38595.0	360	38561.1	-53.9	LONG	SL	841.1
2024-04-16T23:51:00+09:00	38520.0	540	38492.0	-48.0	LONG	SL	793.1
2024-04-17T12:08:00+09:00	38585.0	420	38564.0	-41.0	LONG	SL	752.1
2024-04-17T21:31:00+09:00	38450.0	780	38439.6	-30.4	LONG	SL	721.7
2024-04-18T07:39:00+09:00	38410.0	1200	38440.0	10.0	LONG	TP	731.7
2024-04-18T17:46:00+09:00	37730.0	600	37760.0	10.0	LONG	TP	741.7
2024-04-18T22:29:00+09:00	38160.0	360	38148.1	-31.9	LONG	SL	709.8
2024-04-19T11:06:00+09:00	37880.0	3600	37740.0	120.0	SHORT	HORIZON	829.8
2024-04-19T18:39:00+09:00	37355.0	420	37382.9	-47.9	SHORT	SL	781.8
2024-04-19T23:01:00+09:00	37125.0	360	37165.7	20.7	LONG	TP	802.5
2024-04-20T07:02:00+09:00	37965.0	540	37977.4	-32.4	SHORT	SL	770.1
2024-04-22T13:37:00+09:00	37050.0	360	37028.0	-42.0	LONG	SL	728.0
2024-04-22T23:37:00+09:00	37310.0	6780	37289.8	-40.2	LONG	SL	687.9
2024-04-23T07:06:00+09:00	37525.0	1200	37495.0	10.0	SHORT	TP	697.9
2024-04-23T23:56:00+09:00	37570.0	5940	37375.0	-215.0	LONG	HORIZON	482.9
2024-04-25T23:46:00+09:00	37685.0	6240	37715.0	10.0	LONG	TP	492.9
2024-04-26T12:41:00+09:00	37595.0	720	37584.5	-30.5	LONG	SL	462.3
2024-04-26T20:31:00+09:00	37790.0	900	37775.9	-34.1	LONG	SL	428.2
2024-04-27T06:36:00+09:00	37585.0	3600	37240.0	-365.0	LONG	HORIZON	63.2
2024-05-01T18:01:00+09:00	38105.0	2760	38094.1	-30.9	LONG	SL	32.3
2024-05-01T23:41:00+09:00	38265.0	480	38295.0	10.0	LONG	TP	42.3
2024-05-02T12:37:00+09:00	38100.0	3600	38275.0	155.0	LONG	HORIZON	197.3
2024-05-02T23:33:00+09:00	38235.0	660	38265.0	10.0	LONG	TP	207.3
2024-05-07T11:07:00+09:00	37825.0	3600	38825.0	980.0	LONG	HORIZON	1187.3
2024-05-07T17:53:00+09:00	37925.0	3600	38660.0	715.0	LONG	HORIZON	1902.3
2024-05-07T23:17:00+09:00	37825.0	8220	37860.0	15.0	LONG	HORIZON	1917.3
2024-05-08T04:54:00+09:00	37915.0	3600	38195.0	260.0	LONG	HORIZON	2177.3
2024-05-08T12:33:00+09:00	38675.0	540	38682.1	-27.1	SHORT	SL	2150.2
2024-05-08T22:33:00+09:00	38210.0	900	38240.0	10.0	LONG	TP	2160.2
2024-05-09T06:03:00+09:00	38740.0	540	38746.9	-26.9	SHORT	SL	2133.3
2024-05-09T14:00:00+09:00	38410.0	1080	38380.0	10.0	SHORT	TP	2143.3
2024-05-09T23:57:00+09:00	38126.0	5580	38156.0	10.0	LONG	TP	2153.3
2024-05-10T07:15:00+09:00	38215.0	900	38224.1	-29.1	SHORT	SL	2124.2
2024-05-10T11:03:00+09:00	38405.0	1080	38393.5	-31.5	LONG	SL	2092.7
2024-05-10T18:01:00+09:00	38515.0	360	38535.6	-40.6	SHORT	SL	2052.0
2024-05-10T22:07:00+09:00	38200.0	360	38171.1	-48.9	LONG	SL	2003.2
2024-05-11T04:11:00+09:00	38030.0	720	38060.0	10.0	LONG	TP	2013.2
2024-05-11T07:36:00+09:00	38180.0	1440	38210.0	10.0	LONG	TP	2023.2
2024-05-13T18:03:00+09:00	38150.0	540	38180.0	10.0	LONG	TP	2033.2
2024-05-13T23:10:00+09:00	38090.0	420	38120.0	10.0	LONG	TP	2043.2
2024-05-14T11:01:00+09:00	38185.0	3600	38155.0	-50.0	LONG	HORIZON	1993.2
2024-05-14T18:16:00+09:00	38365.0	2040	38351.2	-33.8	LONG	SL	1959.3
2024-05-14T22:18:00+09:00	38235.0	480	38265.0	10.0	LONG	TP	1969.3
2024-05-15T04:27:00+09:00	38075.0	360	38070.7	-24.3	LONG	SL	1945.1
2024-05-15T07:33:00+09:00	38095.0	1380	38125.0	10.0	LONG	TP	1955.1
2024-05-15T11:01:00+09:00	38435.0	420	38424.2	-30.8	LONG	SL	1924.3
2024-05-15T18:07:00+09:00	38685.0	2040	38654.0	11.0	SHORT	TP	1935.3
2024-05-15T23:16:00+09:00	38380.0	660	38360.5	-39.5	LONG	SL	1895.8
2024-05-16T07:09:00+09:00	38410.0	1440	38454.9	24.9	LONG	TP	1920.6
2024-05-16T11:09:00+09:00	38595.0	3600	38645.0	-70.0	SHORT	HORIZON	1850.6
2024-05-16T18:29:00+09:00	38595.0	1080	38625.0	10.0	LONG	TP	1860.6
2024-05-16T23:48:00+09:00	38895.0	6120	38865.0	10.0	SHORT	TP	1870.6
2024-05-17T06:08:00+09:00	38295.0	1140	38325.0	10.0	LONG	TP	1880.6
2024-05-17T23:43:00+09:00	38735.0	1020	38765.0	10.0	LONG	TP	1890.6
2024-05-20T13:17:00+09:00	38735.0	1920	38726.5	-28.5	LONG	SL	1862.2
2024-05-20T20:29:00+09:00	39330.0	720	39298.9	11.1	SHORT	TP	1873.3
2024-05-21T14:00:00+09:00	39295.0	2880	39265.0	10.0	SHORT	TP	1883.3
2024-05-21T23:32:00+09:00	39035.0	7080	39066.9	11.9	LONG	TP	1895.2
2024-05-22T14:23:00+09:00	38850.0	12120	38880.0	10.0	LONG	TP	1905.2
2024-05-22T23:34:00+09:00	38655.0	720	38637.2	-37.8	LONG	SL	1867.4
2024-05-23T14:22:00+09:00	38740.0	360	38720.7	-39.3	LONG	SL	1828.1
2024-05-23T23:42:00+09:00	39080.0	6480	39050.0	10.0	SHORT	TP	1838.1
2024-05-24T12:02:00+09:00	38590.0	3600	38480.0	-130.0	LONG	HORIZON	1708.1
2024-05-24T23:31:00+09:00	38675.0	7140	38705.0	10.0	LONG	TP	1718.1
2024-05-27T18:32:00+09:00	38725.0	1740	38774.0	29.0	LONG	TP	1747.2
2024-05-28T17:46:00+09:00	38970.0	1200	38974.5	-24.5	SHORT	SL	1722.7
2024-05-28T23:51:00+09:00	38880.0	660	38850.0	10.0	SHORT	TP	1732.7
2024-05-29T14:23:00+09:00	38960.0	12120	38948.1	-31.9	LONG	SL	1700.8
2024-05-29T23:50:00+09:00	38575.0	6000	38605.0	10.0	LONG	TP	1710.8
2024-05-30T11:01:00+09:00	38405.0	3600	38365.0	20.0	SHORT	HORIZON	1730.8
2024-05-30T18:41:00+09:00	37725.0	1740	37760.5	15.5	LONG	TP	1746.3
2024-05-30T23:48:00+09:00	37915.0	480	37945.0	10.0	LONG	TP	1756.3
2024-05-31T07:34:00+09:00	38315.0	3000	38285.0	10.0	SHORT	TP	1766.3
2024-05-31T17:53:00+09:00	38135.0	480	38157.5	-42.5	SHORT	SL	1723.8
2024-05-31T23:31:00+09:00	38445.0	7140	38409.6	15.4	SHORT	TP	1739.2
2024-06-01T07:11:00+09:00	38165.0	1380	38212.6	27.6	LONG	TP	1766.8
2024-06-03T11:02:00+09:00	38365.0	1080	38395.0	10.0	LONG	TP	1776.8
2024-06-03T18:28:00+09:00	38960.0	960	38922.1	17.9	SHORT	TP	1794.7
2024-06-03T23:06:00+09:00	38920.0	420	38936.2	-36.2	SHORT	SL	1758.5
2024-06-04T13:16:00+09:00	38630.0	360	38663.3	13.3	LONG	TP	1771.8
2024-06-04T23:52:00+09:00	38765.0	6120	38820.0	35.0	LONG	HORIZON	1806.8
2024-06-06T13:49:00+09:00	38925.0	3600	38965.0	-60.0	SHORT	HORIZON	1746.8
2024-06-07T06:20:00+09:00	38540.0	1020	38570.0	10.0	LONG	TP	1756.8
2024-06-07T12:10:00+09:00	38570.0	3600	38640.0	50.0	LONG	HORIZON	1806.8
2024-06-07T19:40:00+09:00	38635.0	2640	38665.0	10.0	LONG	TP	1816.8
2024-06-07T23:53:00+09:00	38605.0	360	38635.0	10.0	LONG	TP	1826.8
2024-06-10T13:14:00+09:00	38595.0	3600	38635.0	20.0	LONG	HORIZON	1846.8
2024-06-10T21:42:00+09:00	38912.0	540	38942.0	10.0	LONG	TP	1856.8
2024-06-11T03:29:00+09:00	38610.0	3600	38630.0	-40.0	SHORT	HORIZON	1816.8
2024-06-11T13:04:00+09:00	39185.0	660	39215.0	10.0	LONG	TP	1826.8
2024-06-12T18:03:00+09:00	38875.0	360	38862.2	-32.8	LONG	SL	1793.9
2024-06-12T23:45:00+09:00	38920.0	660	38929.1	-29.1	SHORT	SL	1764.8
2024-06-13T11:04:00+09:00	39240.0	1680	39210.0	10.0	SHORT	TP	1774.8
2024-06-13T18:23:00+09:00	39140.0	3600	38910.0	210.0	SHORT	HORIZON	1984.8
2024-06-13T23:49:00+09:00	38745.0	6060	38775.0	10.0	LONG	TP	1994.8
2024-06-14T12:04:00+09:00	38520.0	540	38550.0	10.0	LONG	TP	2004.8
2024-06-14T23:33:00+09:00	38860.0	900	38830.0	10.0	SHORT	TP	2014.8
2024-06-17T11:59:00+09:00	38405.0	3720	38430.0	5.0	LONG	HORIZON	2019.8
2024-06-17T22:39:00+09:00	37920.0	420	37950.0	10.0	LONG	TP	2029.8
2024-06-19T07:11:00+09:00	38165.0	360	38156.0	-29.0	LONG	SL	2000.9
2024-06-20T18:31:00+09:00	38325.0	900	38311.1	-33.9	LONG	SL	1967.0
2024-06-24T18:04:00+09:00	38420.0	3600	38680.0	240.0	LONG	HORIZON	2207.0
2024-06-25T11:09:00+09:00	38820.0	3600	38720.0	-120.0	LONG	HORIZON	2087.0
2024-06-25T17:58:00+09:00	38745.0	3600	38805.0	40.0	LONG	HORIZON	2127.0
2024-06-27T03:15:00+09:00	39120.0	360	39124.0	-24.0	SHORT	SL	2103.1
2024-06-27T17:46:00+09:00	39355.0	900	39385.0	10.0	LONG	TP	2113.1
2024-06-28T17:51:00+09:00	39560.0	600	39590.0	10.0	LONG	TP	2123.1
2024-07-01T18:01:00+09:00	39795.0	2520	39785.0	-30.0	LONG	SL	2093.0
2024-07-02T07:32:00+09:00	39605.0	3600	39935.0	310.0	LONG	HORIZON	2403.0
2024-07-02T17:46:00+09:00	39490.0	900	39520.0	10.0	LONG	TP	2413.0
2024-07-02T22:46:00+09:00	40095.0	480	40115.8	-40.8	SHORT	SL	2372.2
2024-07-04T18:02:00+09:00	40700.0	2940	40690.0	-30.0	LONG	SL	2342.2
2024-07-05T18:01:00+09:00	41055.0	360	41025.0	10.0	SHORT	TP	2352.2
2024-07-05T23:54:00+09:00	40835.0	360	40865.0	10.0	LONG	TP	2362.2
2024-07-08T19:16:00+09:00	40865.0	600	40875.8	-30.8	SHORT	SL	2331.4
2024-07-08T23:57:00+09:00	40885.0	5880	40820.0	45.0	SHORT	HORIZON	2376.4
2024-07-09T07:04:00+09:00	40990.0	2520	40960.0	10.0	SHORT	TP	2386.4
2024-07-09T18:00:00+09:00	40975.0	360	41005.0	10.0	LONG	TP	2396.4
2024-07-10T18:01:00+09:00	41520.0	480	41550.0	10.0	LONG	TP	2406.4
2024-07-10T23:58:00+09:00	41870.0	5520	41837.6	12.4	SHORT	TP	2418.8
2024-07-12T17:46:00+09:00	41730.0	3600	41445.0	265.0	SHORT	HORIZON	2683.8
2024-07-12T23:22:00+09:00	41220.0	720	41250.0	10.0	LONG	TP	2693.8
2024-07-16T14:23:00+09:00	41155.0	12600	41315.0	140.0	LONG	HORIZON	2833.8
2024-07-16T21:28:00+09:00	41240.0	1380	41406.0	146.0	LONG	TP	2979.8
2024-07-17T05:14:00+09:00	41380.0	3600	41375.0	-25.0	LONG	HORIZON	2954.8
2024-07-18T00:01:00+09:00	41095.0	5340	41149.5	34.5	LONG	TP	2989.3
2024-07-18T18:01:00+09:00	40150.0	3600	40375.0	205.0	LONG	HORIZON	3194.3
2024-07-18T23:50:00+09:00	40160.0	600	40140.3	-39.7	LONG	SL	3154.6
2024-07-19T13:51:00+09:00	40090.0	14520	40055.0	15.0	SHORT	HORIZON	3169.6
2024-07-19T23:12:00+09:00	40060.0	540	40042.6	-37.4	LONG	SL	3132.2
2024-07-20T07:13:00+09:00	40320.0	1080	40329.2	-29.2	SHORT	SL	3103.0
2024-07-22T13:20:00+09:00	39755.0	660	39725.0	10.0	SHORT	TP	3113.0
2024-07-22T23:52:00+09:00	39540.0	600	39525.2	-34.8	LONG	SL	3078.3
2024-07-23T03:52:00+09:00	39805.0	720	39820.1	-35.1	SHORT	SL	3043.2
2024-07-23T18:03:00+09:00	39855.0	420	39867.3	-32.3	SHORT	SL	3010.9
2024-07-24T22:40:00+09:00	39145.0	3600	39200.0	-75.0	SHORT	HORIZON	2935.9
2024-07-25T17:47:00+09:00	38280.0	660	38268.8	-31.2	LONG	SL	2904.7
2024-07-25T22:38:00+09:00	38075.0	3600	37945.0	-150.0	LONG	HORIZON	2754.7
2024-07-26T12:27:00+09:00	38075.0	900	38045.0	10.0	SHORT	TP	2764.7
2024-07-26T20:05:00+09:00	37985.0	3600	38030.0	-65.0	SHORT	HORIZON	2699.7
2024-07-27T06:55:00+09:00	37850.0	2400	37819.5	10.5	SHORT	TP	2710.2
2024-07-29T18:02:00+09:00	38265.0	3600	38660.0	375.0	LONG	HORIZON	3085.2
2024-07-29T23:32:00+09:00	38640.0	780	38610.0	10.0	SHORT	TP	3095.2
2024-07-30T07:06:00+09:00	38045.0	480	38085.1	20.1	LONG	TP	3115.4
2024-07-30T19:31:00+09:00	38205.0	360	38186.3	-38.7	LONG	SL	3076.7
2024-07-30T23:35:00+09:00	38380.0	360	38414.0	14.0	LONG	TP	3090.7
2024-07-31T14:01:00+09:00	38075.0	13800	38050.0	-45.0	LONG	HORIZON	3045.7
2024-07-31T21:46:00+09:00	38280.0	660	38244.8	-55.2	LONG	SL	2990.4
2024-08-01T13:49:00+09:00	38720.0	1020	38762.4	-62.4	SHORT	SL	2928.0
2024-08-01T22:15:00+09:00	38070.0	780	38039.0	-51.0	LONG	SL	2877.0
2024-08-02T11:02:00+09:00	36860.0	360	36825.7	14.3	SHORT	TP	2891.4
2024-08-02T18:11:00+09:00	36405.0	360	36471.4	46.4	LONG	TP	2937.8
2024-08-03T01:57:00+09:00	37665.0	3600	37520.0	125.0	SHORT	HORIZON	3062.8
2024-08-03T06:27:00+09:00	37900.0	840	37913.9	-33.9	SHORT	SL	3028.9
2024-08-05T11:15:00+09:00	34820.0	660	34858.4	-58.4	SHORT	SL	2970.5
2024-08-05T18:35:00+09:00	34135.0	3600	33940.0	175.0	SHORT	HORIZON	3145.5
2024-08-05T22:37:00+09:00	33125.0	4080	31090.0	-2055.0	LONG	HORIZON	1090.5
