entry_ts	entry_price	exit_ts	exit_price	pnl	dir	reason
2024-05-14 08:46:00.000000000	38270.0	2024-05-14 08:59:00.000000000	38239.6	10.4	SHORT	TP
2024-05-15 10:13:00.000000000	38550.0	2024-05-15 10:17:00.000000000	38477.0	53.0	SHORT	TP
2024-05-15 15:00:00.000000000	38380.0	2024-05-15 16:30:00.000000000	38280.0	-120.0	LONG	SL
2024-05-15 21:41:00.000000000	38365.0	2024-05-15 22:13:00.000000000	38420.5	35.5	LONG	TP
2024-05-16 10:31:00.000000000	38745.0	2024-05-16 10:35:00.000000000	38663.4	61.6	SHORT	TP
2024-05-17 02:12:00.000000000	38735.0	2024-05-17 03:07:00.000000000	38635.0	-120.0	LONG	SL
2024-05-17 09:05:00.000000000	38600.0	2024-05-17 09:07:00.000000000	38653.9	33.9	LONG	TP
2024-05-17 14:46:00.000000000	38710.0	2024-05-17 14:56:00.000000000	38750.4	20.4	LONG	TP
2024-05-20 02:20:00.000000000	38730.0	2024-05-20 03:19:00.000000000	38680.0	-70.0	LONG	HORIZON
2024-05-20 08:51:00.000000000	38765.0	2024-05-20 09:00:00.000000000	38799.2	14.2	LONG	TP
2024-05-20 13:16:00.000000000	39145.0	2024-05-20 14:12:00.000000000	39076.8	48.2	SHORT	TP
2024-05-20 22:44:00.000000000	38730.0	2024-05-20 22:48:00.000000000	38770.2	20.2	LONG	TP
2024-05-21 05:50:00.000000000	39270.0	2024-05-21 05:52:00.000000000	39250.5	-0.5	SHORT	TP
2024-05-21 14:32:00.000000000	39035.0	2024-05-21 15:00:00.000000000	38935.0	-120.0	LONG	SL
2024-05-22 04:36:00.000000000	38855.0	2024-05-22 05:35:00.000000000	38855.0	-20.0	SHORT	HORIZON
2024-05-22 12:58:00.000000000	38780.0	2024-05-22 13:04:00.000000000	38739.7	20.3	SHORT	TP
2024-05-22 21:14:00.000000000	38985.0	2024-05-22 21:20:00.000000000	38961.8	3.2	SHORT	TP
2024-05-23 09:03:00.000000000	38950.0	2024-05-23 09:05:00.000000000	38878.0	52.0	SHORT	TP
2024-05-23 14:31:00.000000000	39070.0	2024-05-23 14:36:00.000000000	39026.2	23.8	SHORT	TP
2024-05-24 03:47:00.000000000	38470.0	2024-05-24 04:29:00.000000000	38526.9	36.9	LONG	TP
2024-05-24 14:45:00.000000000	38615.0	2024-05-24 16:30:00.000000000	38657.0	22.0	LONG	TP
2024-05-24 22:41:00.000000000	39030.0	2024-05-24 22:48:00.000000000	38988.3	21.7	SHORT	TP
2024-05-27 15:00:00.000000000	38895.0	2024-05-27 16:30:00.000000000	38860.8	14.2	SHORT	TP
2024-05-29 08:48:00.000000000	38925.0	2024-05-29 08:50:00.000000000	38897.6	7.4	SHORT	TP
2024-05-30 04:56:00.000000000	38320.0	2024-05-30 05:11:00.000000000	38286.6	13.4	SHORT	TP
2024-05-30 14:31:00.000000000	37995.0	2024-05-30 14:41:00.000000000	37895.0	-120.0	LONG	SL
2024-05-30 22:51:00.000000000	38395.0	2024-05-30 23:04:00.000000000	38344.4	30.6	SHORT	TP
2024-05-31 08:46:00.000000000	38095.0	2024-05-31 08:52:00.000000000	38134.0	19.0	LONG	TP
2024-05-31 14:36:00.000000000	38475.0	2024-05-31 16:30:00.000000000	38428.8	26.2	SHORT	TP
2024-06-03 12:52:00.000000000	38940.0	2024-06-03 13:51:00.000000000	38965.0	-45.0	SHORT	HORIZON
2024-06-04 02:38:00.000000000	38555.0	2024-06-04 03:37:00.000000000	38575.0	0.0	LONG	HORIZON
2024-06-04 10:52:00.000000000	38695.0	2024-06-04 11:25:00.000000000	38763.7	48.7	LONG	TP
2024-06-05 04:03:00.000000000	38410.0	2024-06-05 04:51:00.000000000	38460.6	30.6	LONG	TP
2024-06-05 22:24:00.000000000	38495.0	2024-06-05 22:40:00.000000000	38457.6	17.4	SHORT	TP
2024-06-06 20:32:00.000000000	38505.0	2024-06-06 20:39:00.000000000	38526.9	1.9	LONG	TP
2024-06-07 02:02:00.000000000	38610.0	2024-06-07 02:16:00.000000000	38650.9	20.9	LONG	TP
2024-06-07 09:04:00.000000000	38680.0	2024-06-07 09:08:00.000000000	38726.4	26.4	LONG	TP
2024-06-07 14:45:00.000000000	38635.0	2024-06-07 15:00:00.000000000	38670.2	15.2	LONG	TP
2024-06-10 03:02:00.000000000	38705.0	2024-06-10 03:15:00.000000000	38605.0	-120.0	LONG	SL
2024-06-10 14:40:00.000000000	39020.0	2024-06-10 16:30:00.000000000	38984.5	15.5	SHORT	TP
2024-06-10 22:05:00.000000000	38720.0	2024-06-10 22:47:00.000000000	38797.4	57.4	LONG	TP
2024-06-11 10:11:00.000000000	39245.0	2024-06-11 10:19:00.000000000	39179.7	45.3	SHORT	TP
2024-06-11 14:33:00.000000000	39160.0	2024-06-11 14:42:00.000000000	39122.5	17.5	SHORT	TP
2024-06-11 22:08:00.000000000	38865.0	2024-06-11 22:42:00.000000000	38896.3	11.3	LONG	TP
2024-06-12 05:46:00.000000000	38940.0	2024-06-12 08:50:00.000000000	38895.0	-65.0	LONG	HORIZON
2024-06-12 09:41:00.000000000	38885.0	2024-06-12 10:40:00.000000000	38825.0	-80.0	LONG	HORIZON
2024-06-12 14:34:00.000000000	38950.0	2024-06-12 14:38:00.000000000	38922.6	7.4	SHORT	TP
2024-06-13 10:44:00.000000000	38940.0	2024-06-13 11:26:00.000000000	38840.0	-120.0	LONG	SL
2024-06-13 17:19:00.000000000	38975.0	2024-06-13 18:19:00.000000000	38970.0	-25.0	LONG	HORIZON
2024-06-14 10:26:00.000000000	38570.0	2024-06-14 10:36:00.000000000	38627.0	37.0	LONG	TP
